Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,OrderFrequency,CustomerValue,InactivityScore,ComplaintRate,EngagementScore
1,9.0,0,3,15.0,5,1,2.0,3,4,5,1,2,0,19.0,1.0,1.0,0.0,117.9,0.2857142857142857,117.9,0.4705882352941176,0.0,2.0
0,0.0,2,3,14.0,4,1,2.0,2,2,4,0,1,0,22.0,0.0,1.0,2.0,148.51,1.0,148.51,2.0,0.0,2.0
0,11.0,1,3,16.0,5,1,3.0,5,2,4,1,3,0,15.0,2.0,2.0,4.0,166.89,0.1666666666666666,333.78,0.3333333333333333,0.0,6.0
0,13.0,2,1,18.0,4,0,2.0,3,2,5,1,3,0,12.0,1.0,7.0,7.0,144.48,0.5,1011.36,0.5,0.0,14.0
1,0.0,1,3,14.0,1,1,2.0,4,2,5,2,7,0,17.0,0.0,1.0,2.0,153.26,1.0,153.26,2.0,0.0,2.0
1,1.0,0,3,7.0,4,0,3.0,4,4,4,2,3,1,12.0,2.0,3.0,3.0,148.02,1.5,444.06000000000006,1.5,0.25,9.0
0,13.0,0,1,7.0,4,1,4.0,4,2,1,1,3,1,16.0,4.0,6.0,9.0,189.72,0.4285714285714285,1138.32,0.6428571428571429,0.1428571428571428,24.0
0,7.0,1,3,17.0,5,1,3.0,4,2,3,2,3,0,15.0,1.0,2.0,10.0,179.87,0.25,359.74,1.25,0.0,6.0
0,1.0,0,1,12.0,4,1,3.0,4,3,3,1,2,1,14.0,1.0,1.0,2.0,127.03,0.5,127.03,1.0,0.5,6.0
0,0.0,2,3,16.0,3,1,2.0,3,2,1,2,2,0,13.0,1.0,1.0,2.0,146.84,1.0,146.84,2.0,0.0,2.0
0,6.0,2,3,8.0,3,1,4.0,5,4,4,1,2,0,15.0,3.0,3.0,3.0,147.69,0.4285714285714285,443.07,0.4285714285714285,0.0,12.0
0,0.0,2,1,10.0,0,1,3.0,1,3,5,1,3,0,16.0,0.0,1.0,2.0,128.19,1.0,128.19,2.0,0.0,6.0
0,19.0,1,1,7.0,2,1,4.0,4,0,4,1,3,0,13.0,7.0,8.0,8.0,199.41,0.4,1595.28,0.4,0.0,32.0
0,22.0,1,1,28.0,6,0,3.0,3,1,4,1,4,0,16.0,1.0,1.0,2.0,264.13,0.0434782608695652,264.13,0.0869565217391304,0.0,3.0
0,8.0,1,3,7.0,5,1,4.0,2,2,1,1,2,0,12.0,1.0,2.0,3.0,222.25,0.2222222222222222,444.5,0.4705882352941176,0.0,8.0
0,21.0,1,3,11.0,4,0,3.0,4,2,2,2,3,1,18.0,2.0,2.0,8.0,166.63,0.0909090909090909,333.26,0.3636363636363636,0.3333333333333333,6.0
0,7.0,0,3,14.0,3,1,3.0,4,2,5,1,2,0,15.0,2.0,2.0,4.0,168.73,0.25,337.46,0.5,0.0,6.0
0,6.0,1,1,21.0,3,0,3.0,3,2,1,1,1,1,13.0,5.0,8.0,1.0,12.0,1.1428571428571428,96.0,0.1428571428571428,0.1111111111111111,24.0
0,6.0,0,3,17.0,5,1,4.0,4,2,1,2,10,0,14.0,2.0,2.0,1.0,171.48,0.2857142857142857,342.96,0.1428571428571428,0.0,8.0
1,0.0,1,3,6.0,4,1,2.0,4,0,3,0,6,0,11.0,1.0,11.0,7.0,206.09,11.0,2266.99,7.0,0.0,22.0
0,21.0,0,1,7.0,3,0,4.0,4,0,4,1,2,0,19.0,1.0,2.0,13.0,244.57,0.2857142857142857,322.34,0.5909090909090909,0.0,6.0
0,21.0,1,3,21.0,3,0,4.0,4,2,3,1,5,1,18.0,2.0,2.0,3.0,170.91,0.0909090909090909,341.82,0.1363636363636363,0.3333333333333333,8.0
0,13.0,1,2,10.0,6,0,3.0,2,2,4,1,11,0,16.0,1.0,4.0,7.0,188.89,0.2857142857142857,755.56,0.5,0.0,12.0
0,5.0,2,1,18.0,4,1,3.0,4,4,1,1,5,1,20.0,1.0,2.0,3.0,148.56,0.3333333333333333,297.12,0.5,0.3333333333333333,6.0
0,9.0,0,1,6.0,4,0,3.0,3,4,2,2,2,0,15.0,1.0,1.0,0.0,116.11,0.2857142857142857,116.11,0.4705882352941176,0.0,3.0
0,16.0,1,3,7.0,4,1,3.0,4,2,3,0,3,0,26.0,5.0,12.0,7.0,174.07,0.7058823529411765,2088.84,0.4117647058823529,0.0,36.0
0,5.0,0,1,6.0,4,1,3.0,3,3,1,1,1,0,12.0,1.0,1.0,2.0,123.14,0.1666666666666666,123.14,0.3333333333333333,0.0,3.0
0,5.0,1,3,15.0,4,1,3.0,4,0,1,1,3,0,19.0,3.0,2.0,10.0,232.93,0.2857142857142857,322.34,1.6666666666666667,0.0,6.0
0,4.0,2,1,13.0,4,1,2.0,4,3,4,2,1,1,16.0,1.0,2.0,2.0,126.57,0.4,253.14,0.4,0.3333333333333333,4.0
0,15.0,1,2,16.0,6,0,2.0,3,1,5,0,1,0,14.0,1.0,1.0,9.0,267.99,0.0625,267.99,0.5625,0.0,2.0
0,6.0,1,3,16.0,5,1,2.0,3,2,3,2,2,0,14.0,0.0,1.0,9.0,154.87,0.1428571428571428,154.87,1.2857142857142858,0.0,2.0
0,28.0,0,1,27.0,4,0,3.0,4,2,3,2,5,0,13.0,1.0,2.0,4.0,173.69,0.0689655172413793,347.38,0.1379310344827586,0.0,6.0
0,1.0,1,3,16.0,5,1,3.0,4,2,1,2,3,0,15.0,2.0,2.0,8.0,166.05,1.0,332.1,4.0,0.0,6.0
0,10.0,0,2,9.0,6,1,4.0,5,2,1,2,3,0,22.0,2.0,2.0,9.0,163.86,0.1818181818181818,327.72,0.8181818181818182,0.0,8.0
0,30.0,2,1,15.0,0,0,3.0,4,3,4,0,5,1,20.0,1.0,1.0,0.0,133.46,0.032258064516129,133.46,0.0,0.5,3.0
1,0.0,2,1,20.0,6,1,2.0,4,4,4,1,2,1,24.0,1.0,1.0,2.0,137.43,1.0,137.43,2.0,0.5,2.0
0,20.0,1,1,31.0,3,1,2.0,3,0,3,2,3,0,23.0,1.0,12.0,11.0,186.33,0.5714285714285714,2235.96,0.5238095238095238,0.0,24.0
0,8.0,0,3,14.0,5,0,3.0,4,0,2,0,5,1,11.0,2.0,4.0,12.0,203.77,0.4444444444444444,815.08,1.3333333333333333,0.2,12.0
1,1.0,2,3,9.0,3,0,3.0,5,4,3,2,3,0,14.0,2.0,2.0,3.0,145.44,1.0,290.88,1.5,0.0,6.0
0,12.0,0,1,8.0,2,0,3.0,3,0,3,2,1,0,25.0,10.0,11.0,3.0,209.38,0.8461538461538461,2303.18,0.4705882352941176,0.0,33.0
0,21.0,0,1,23.0,3,1,4.0,2,2,3,1,3,1,20.0,2.0,3.0,8.0,175.67,0.1363636363636363,527.01,0.3636363636363636,0.25,12.0
0,0.0,0,1,21.0,4,0,3.0,4,4,5,1,1,0,19.0,7.0,7.0,3.0,147.74,7.0,1034.18,3.0,0.0,21.0
0,10.0,2,2,15.0,4,1,4.0,5,4,5,1,2,0,22.0,1.0,2.0,4.0,148.42,0.1818181818181818,296.84,0.3636363636363636,0.0,8.0
0,11.0,0,2,16.0,6,1,3.0,3,2,3,1,4,0,11.0,0.0,1.0,2.0,160.77,0.0833333333333333,160.77,0.1666666666666666,0.0,3.0
0,15.0,1,1,35.0,4,0,3.0,5,1,4,1,2,0,24.0,2.0,2.0,11.0,260.7,0.2857142857142857,322.34,0.6875,0.0,6.0
0,14.0,0,1,16.0,3,0,3.0,4,0,3,2,11,0,18.0,1.0,2.0,14.0,259.99,0.2857142857142857,322.34,0.9333333333333332,0.0,6.0
0,9.0,0,3,16.0,3,1,2.0,3,0,2,2,2,0,14.0,1.0,9.0,7.0,199.8,0.9,1798.2,0.7,0.0,18.0
0,3.0,0,1,9.0,4,1,3.0,4,2,1,1,3,0,20.0,1.0,2.0,3.0,213.53,0.5,427.06,0.4705882352941176,0.0,6.0
1,0.0,0,2,23.0,4,0,3.0,3,3,3,1,1,1,11.0,0.0,1.0,0.0,127.41,1.0,127.41,0.0,0.5,6.0
0,27.0,1,3,15.0,5,1,4.0,4,1,2,0,7,0,15.0,1.0,2.0,3.0,243.36,0.2857142857142857,322.34,0.1071428571428571,0.0,6.0
0,8.0,1,1,28.0,4,0,3.0,1,0,4,1,8,0,18.0,5.0,6.0,3.0,219.96,0.6666666666666666,1319.76,0.4705882352941176,0.0,18.0
0,12.0,1,1,16.0,3,1,2.0,3,1,5,0,2,1,14.0,1.0,11.0,10.0,270.68,0.8461538461538461,2977.48,0.7692307692307693,0.0833333333333333,22.0
0,4.0,0,1,16.0,3,0,4.0,4,2,3,2,9,1,19.0,1.0,2.0,8.0,171.95,0.4,343.9,1.6,0.3333333333333333,8.0
0,8.0,2,3,6.0,3,0,3.0,3,2,3,2,2,0,16.0,1.0,1.0,3.0,148.59,0.1111111111111111,148.59,0.3333333333333333,0.0,3.0
1,0.0,1,3,29.0,4,0,2.0,4,0,5,1,2,0,13.0,1.0,3.0,10.0,173.36,3.0,520.08,10.0,0.0,6.0
1,0.0,1,3,8.0,5,1,2.0,4,2,4,2,8,1,12.0,2.0,2.0,2.0,199.07,2.0,398.14,2.0,0.3333333333333333,4.0
0,9.0,1,3,7.0,3,0,4.0,4,2,3,2,3,0,17.0,1.0,2.0,4.0,173.59,0.2,347.18,0.4,0.0,8.0
0,19.0,1,1,7.0,6,1,4.0,2,5,1,1,2,0,15.0,2.0,2.0,8.0,317.02,0.1,634.04,0.4,0.0,8.0
0,10.0,1,1,6.0,4,1,2.0,4,2,3,1,2,0,18.0,0.0,1.0,7.0,159.93,0.0909090909090909,159.93,0.6363636363636364,0.0,2.0
0,8.0,1,3,9.0,5,0,3.0,4,2,5,2,2,1,13.0,2.0,2.0,3.0,170.38,0.2222222222222222,340.76,0.3333333333333333,0.3333333333333333,6.0
0,6.0,1,1,14.0,4,1,3.0,3,2,3,2,3,1,17.0,1.0,1.0,0.0,163.88,0.1428571428571428,163.88,0.0,0.5,3.0
0,8.0,1,1,27.0,1,0,3.0,2,4,3,0,2,0,18.0,2.0,2.0,1.0,150.85,0.2222222222222222,301.7,0.1111111111111111,0.0,6.0
1,20.0,1,1,13.0,3,0,2.0,4,0,5,1,8,1,14.0,1.0,5.0,9.0,200.08,0.238095238095238,1000.4,0.4285714285714285,0.1666666666666666,10.0
0,11.0,2,3,6.0,4,1,2.0,3,2,4,1,1,0,15.0,4.0,5.0,8.0,144.4,0.4166666666666667,722.0,0.6666666666666666,0.0,10.0
0,5.0,2,1,11.0,4,1,3.0,1,3,4,1,1,1,12.0,1.0,1.0,5.0,132.98,0.1666666666666666,132.98,0.8333333333333334,0.5,3.0
1,1.0,2,1,8.0,3,1,2.0,3,2,4,1,5,0,11.0,0.0,1.0,4.0,148.55,0.5,148.55,2.0,0.0,2.0
0,6.0,1,1,21.0,3,0,3.0,3,2,1,1,1,1,13.0,5.0,8.0,1.0,12.0,1.1428571428571428,96.0,0.1428571428571428,0.1111111111111111,24.0
1,0.0,2,1,13.0,0,1,2.0,3,3,4,1,3,1,13.0,1.0,1.0,2.0,123.73,1.0,123.73,2.0,0.5,2.0
1,1.0,0,1,36.0,3,1,4.0,5,4,4,2,2,0,12.0,1.0,2.0,5.0,159.79,1.0,319.58,2.5,0.0,8.0
0,5.0,1,1,6.0,3,1,2.0,3,2,1,1,2,1,22.0,5.0,7.0,8.0,161.62,1.1666666666666667,1131.34,1.3333333333333333,0.125,14.0
0,19.0,2,1,9.0,4,0,4.0,5,4,3,2,3,0,15.0,2.0,2.0,1.0,147.74,0.1,295.48,0.05,0.0,8.0
0,1.0,2,1,23.0,3,1,3.0,3,2,5,1,2,0,12.0,0.0,1.0,8.0,145.58,0.5,145.58,4.0,0.0,3.0
0,31.0,1,1,25.0,3,1,4.0,4,0,2,2,8,0,13.0,2.0,6.0,3.0,230.12,0.1875,1380.72,0.4705882352941176,0.0,24.0
0,9.0,1,2,33.0,4,0,3.0,4,0,1,2,3,1,17.0,2.0,2.0,3.0,213.37,0.2,426.74,0.4705882352941176,0.3333333333333333,6.0
0,16.0,0,1,9.0,4,1,3.0,4,0,1,1,4,1,15.0,13.0,14.0,3.0,226.24,0.8235294117647058,3167.36,0.4705882352941176,0.0666666666666666,42.0
1,1.0,0,3,20.0,1,0,3.0,4,2,4,2,7,0,12.0,1.0,2.0,1.0,182.65,1.0,365.3,0.5,0.0,6.0
0,22.0,0,1,7.0,3,1,3.0,2,1,1,2,4,0,15.0,1.0,3.0,2.0,293.85,0.1304347826086956,881.5500000000001,0.0869565217391304,0.0,9.0
0,21.0,0,1,6.0,3,1,2.0,1,1,1,2,3,0,22.0,1.0,2.0,1.0,268.85,0.0909090909090909,537.7,0.0454545454545454,0.0,4.0
1,9.0,2,1,30.0,4,1,2.0,4,3,3,2,6,1,14.0,0.0,1.0,3.0,120.28,0.2857142857142857,120.28,0.4705882352941176,0.5,2.0
0,24.0,1,1,11.0,4,1,4.0,4,5,4,1,5,0,15.0,2.0,2.0,7.0,316.44,0.08,632.88,0.28,0.0,8.0
0,1.0,1,1,7.0,3,1,3.0,5,4,5,0,3,0,17.0,1.0,2.0,4.0,164.55,1.0,329.1,2.0,0.0,6.0
0,11.0,1,1,17.0,3,0,4.0,4,4,4,1,3,0,12.0,2.0,8.0,8.0,164.36,0.6666666666666666,1314.88,0.6666666666666666,0.0,32.0
0,3.0,1,3,17.0,5,0,3.0,5,2,4,1,3,1,15.0,2.0,2.0,8.0,207.68,0.5,415.36,2.0,0.3333333333333333,6.0
1,0.0,2,1,13.0,4,0,3.0,4,3,5,2,7,1,20.0,1.0,1.0,0.0,124.04,1.0,124.04,0.0,0.5,3.0
0,22.0,1,1,24.0,4,1,2.0,4,5,3,1,2,1,15.0,0.0,1.0,9.0,295.02,0.0434782608695652,295.02,0.391304347826087,0.5,2.0
0,19.0,0,1,30.0,4,1,3.0,4,2,5,1,3,1,16.0,2.0,2.0,9.0,161.33,0.1,322.66,0.45,0.3333333333333333,6.0
0,12.0,1,1,25.0,3,1,3.0,6,2,1,1,5,1,17.0,1.0,2.0,1.0,183.11,0.1538461538461538,366.22,0.0769230769230769,0.3333333333333333,6.0
0,21.0,0,1,10.0,3,1,2.0,4,1,1,1,3,0,25.0,0.0,2.0,2.0,252.02,0.2857142857142857,322.34,0.0909090909090909,0.0,6.0
0,20.0,1,3,20.0,5,1,2.0,3,2,5,2,3,0,12.0,0.0,1.0,7.0,149.6,0.0476190476190476,149.6,0.3333333333333333,0.0,2.0
0,10.0,1,3,10.0,5,0,4.0,4,2,4,2,5,1,17.0,1.0,2.0,3.0,217.78,0.1818181818181818,435.56,0.4705882352941176,0.3333333333333333,8.0
1,1.0,2,1,23.0,3,1,3.0,4,4,4,1,4,1,14.0,2.0,2.0,3.0,148.73,1.0,297.46,1.5,0.3333333333333333,6.0
1,0.0,1,3,16.0,3,1,2.0,4,0,5,1,10,0,17.0,4.0,6.0,0.0,203.06,6.0,1218.36,0.0,0.0,12.0
0,20.0,1,3,11.0,5,0,3.0,5,5,4,0,4,0,15.0,2.0,2.0,9.0,312.89,0.0952380952380952,625.78,0.4285714285714285,0.0,6.0
0,11.0,1,3,16.0,5,1,3.0,4,0,3,1,1,1,14.0,1.0,2.0,7.0,187.4,0.1666666666666666,374.8,0.5833333333333334,0.3333333333333333,6.0
0,1.0,2,3,32.0,4,1,2.0,4,2,5,1,2,0,11.0,1.0,1.0,4.0,147.24,0.5,147.24,2.0,0.0,2.0
0,17.0,1,3,34.0,3,0,2.0,1,1,2,0,4,1,18.0,1.0,2.0,11.0,233.2,0.2857142857142857,322.34,0.6111111111111112,0.0,6.0
0,7.0,1,2,9.0,6,1,3.0,4,4,3,0,3,0,14.0,1.0,2.0,5.0,161.0,0.25,322.0,0.625,0.0,6.0
0,6.0,2,1,19.0,4,0,2.0,3,3,2,2,4,0,18.0,1.0,1.0,2.0,134.52,0.1428571428571428,134.52,0.2857142857142857,0.0,2.0
0,26.0,1,3,10.0,5,1,3.0,5,1,5,1,3,0,15.0,2.0,2.0,17.0,293.56,0.074074074074074,587.12,0.6296296296296297,0.0,6.0
1,0.0,1,3,33.0,5,0,2.0,3,0,1,1,2,0,22.0,0.0,1.0,9.0,176.39,1.0,176.39,9.0,0.0,2.0
0,1.0,1,3,35.0,5,1,4.0,4,2,4,1,3,0,21.0,1.0,2.0,5.0,187.72,1.0,375.44,2.5,0.0,8.0
0,10.0,1,3,10.0,5,0,3.0,4,2,4,2,5,1,17.0,1.0,2.0,3.0,217.78,0.1818181818181818,435.56,0.4705882352941176,0.3333333333333333,6.0
0,4.0,2,1,13.0,0,1,2.0,3,3,4,2,2,0,17.0,1.0,1.0,0.0,125.01,0.2,125.01,0.0,0.0,2.0
0,9.0,2,2,30.0,0,1,2.0,3,3,4,2,2,0,16.0,0.0,1.0,4.0,121.77,0.2857142857142857,121.77,0.4705882352941176,0.0,2.0
0,3.0,0,1,11.0,4,1,3.0,4,4,1,1,10,0,12.0,0.0,1.0,3.0,137.61,0.25,137.61,0.75,0.0,3.0
0,5.0,2,1,13.0,0,0,3.0,3,3,4,1,2,0,13.0,0.0,1.0,7.0,123.7,0.1666666666666666,123.7,1.1666666666666667,0.0,3.0
0,19.0,0,3,32.0,4,1,3.0,4,2,4,2,9,0,15.0,1.0,2.0,2.0,179.91,0.1,359.82,0.1,0.0,6.0
0,7.0,0,3,9.0,5,0,4.0,4,2,4,2,10,0,16.0,2.0,2.0,8.0,176.47,0.25,352.94,1.0,0.0,8.0
0,7.0,1,2,9.0,6,1,3.0,4,4,3,0,3,0,14.0,1.0,2.0,5.0,161.0,0.25,322.0,0.625,0.0,6.0
0,26.0,0,1,35.0,3,0,3.0,2,1,3,1,4,1,12.0,2.0,2.0,3.0,257.47,0.2857142857142857,322.34,0.1111111111111111,0.0,6.0
0,31.0,1,3,32.0,4,0,5.0,4,0,5,2,9,0,12.0,7.0,8.0,10.0,201.37,0.25,1610.96,0.3125,0.0,40.0
0,4.0,2,1,26.0,4,1,2.0,3,2,3,1,2,0,11.0,0.0,1.0,2.0,141.97,0.2,141.97,0.4,0.0,2.0
0,10.0,0,3,10.0,5,1,3.0,3,3,1,1,5,0,17.0,3.0,5.0,8.0,127.93,0.4545454545454545,639.6500000000001,0.7272727272727273,0.0,6.0
1,1.0,1,1,10.0,3,1,4.0,4,4,5,0,7,0,14.0,2.0,2.0,3.0,165.31,1.0,330.62,1.5,0.0,8.0
0,30.0,1,1,15.0,4,0,4.0,4,4,5,1,6,1,19.0,2.0,3.0,3.0,167.57,0.0967741935483871,502.71,0.0967741935483871,0.25,12.0
0,12.0,1,1,9.0,4,1,3.0,4,4,1,2,7,1,12.0,1.0,2.0,3.0,164.44,0.1538461538461538,328.88,0.2307692307692307,0.3333333333333333,6.0
0,14.0,1,1,27.0,2,1,4.0,4,0,1,1,6,0,21.0,4.0,12.0,3.0,228.22,0.8,2738.64,0.4705882352941176,0.0,48.0
0,8.0,1,1,9.0,4,1,4.0,5,4,3,1,5,0,13.0,6.0,6.0,8.0,152.68,0.6666666666666666,916.08,0.8888888888888888,0.0,24.0
0,21.0,1,1,9.0,3,0,4.0,4,2,2,1,7,0,14.0,1.0,2.0,5.0,175.7,0.0909090909090909,351.4,0.2272727272727272,0.0,8.0
0,16.0,1,1,30.0,4,0,3.0,4,1,1,2,4,0,15.0,1.0,2.0,1.0,284.92,0.1176470588235294,569.84,0.0588235294117647,0.0,6.0
0,2.0,2,3,17.0,3,1,4.0,4,4,4,0,3,0,23.0,2.0,2.0,1.0,135.52,0.6666666666666666,271.04,0.3333333333333333,0.0,8.0
0,5.0,2,1,13.0,0,0,3.0,3,3,4,0,2,0,13.0,0.0,1.0,7.0,123.7,0.1666666666666666,123.7,1.1666666666666667,0.0,3.0
0,14.0,2,1,12.0,3,1,2.0,3,4,5,2,3,1,13.0,1.0,2.0,17.0,147.21,0.1333333333333333,294.42,1.1333333333333333,0.3333333333333333,4.0
0,17.0,1,2,9.0,4,1,4.0,4,4,1,2,2,0,14.0,1.0,2.0,9.0,160.39,0.1111111111111111,320.78,0.5,0.0,8.0
0,10.0,1,3,9.0,4,1,2.0,3,0,1,2,3,0,12.0,0.0,1.0,3.0,174.28,0.0909090909090909,174.28,0.2727272727272727,0.0,2.0
1,21.0,1,1,30.0,3,0,4.0,4,0,2,0,3,0,13.0,12.0,16.0,3.0,228.12,0.7272727272727273,3649.92,0.4705882352941176,0.0,64.0
0,12.0,1,3,9.0,5,0,4.0,6,2,1,1,4,1,21.0,1.0,2.0,4.0,179.05,0.1538461538461538,358.1,0.3076923076923077,0.3333333333333333,8.0
1,0.0,2,1,13.0,1,0,3.0,4,3,4,0,6,0,16.0,0.0,1.0,1.0,125.46,1.0,125.46,1.0,0.0,3.0
0,14.0,0,1,15.0,4,1,4.0,4,2,1,1,5,1,19.0,3.0,3.0,3.0,165.69,0.2,497.07,0.2,0.25,12.0
0,12.0,0,1,17.0,3,1,4.0,4,4,3,1,2,0,18.0,1.0,2.0,3.0,151.84,0.1538461538461538,303.68,0.2307692307692307,0.0,8.0
0,10.0,1,1,7.0,6,0,3.0,4,2,4,0,2,0,16.0,1.0,2.0,6.0,177.28,0.1818181818181818,354.56,0.5454545454545454,0.0,6.0
0,13.0,1,3,13.0,3,1,3.0,2,0,3,1,4,0,12.0,5.0,8.0,7.0,207.37,0.5714285714285714,1658.96,0.5,0.0,24.0
1,0.0,2,1,13.0,1,1,2.0,4,3,1,1,6,0,12.0,1.0,1.0,3.0,123.67,1.0,123.67,3.0,0.0,2.0
0,13.0,1,3,13.0,3,1,2.0,3,5,4,2,2,0,15.0,1.0,12.0,8.0,298.33,0.8571428571428571,3579.96,0.5714285714285714,0.0,24.0
0,23.0,0,1,8.0,3,0,1.0,3,1,5,1,3,0,22.0,1.0,2.0,2.0,278.56,0.0833333333333333,557.12,0.0833333333333333,0.0,2.0
0,8.0,1,1,13.0,4,0,3.0,5,2,4,1,8,0,16.0,2.0,2.0,1.0,170.05,0.2222222222222222,340.1,0.1111111111111111,0.0,6.0
0,4.0,1,1,27.0,6,1,3.0,4,2,5,0,2,0,16.0,2.0,2.0,3.0,224.57,0.4,449.14,0.4705882352941176,0.0,6.0
0,5.0,2,3,10.0,4,0,2.0,3,4,4,1,3,0,11.0,1.0,1.0,2.0,139.31,0.1666666666666666,139.31,0.3333333333333333,0.0,2.0
1,1.0,2,1,24.0,4,0,4.0,4,4,4,1,3,0,14.0,2.0,2.0,1.0,147.1,1.0,294.2,0.5,0.0,8.0
0,1.0,0,1,12.0,4,1,4.0,4,4,1,2,3,0,16.0,1.0,2.0,1.0,135.51,1.0,271.02,0.5,0.0,8.0
0,1.0,1,3,11.0,5,1,3.0,5,2,5,1,3,0,13.0,2.0,2.0,4.0,167.56,1.0,335.12,2.0,0.0,6.0
0,1.0,0,3,20.0,4,0,4.0,4,4,4,1,3,0,14.0,1.0,2.0,1.0,145.33,1.0,290.66,0.5,0.0,8.0
0,30.0,1,1,11.0,2,0,2.0,4,0,4,1,3,1,13.0,1.0,1.0,4.0,205.52,0.032258064516129,205.52,0.1290322580645161,0.5,2.0
0,0.0,2,1,15.0,3,1,3.0,1,4,3,1,2,0,16.0,0.0,1.0,4.0,144.01,1.0,144.01,4.0,0.0,3.0
0,5.0,1,1,11.0,3,0,4.0,2,4,3,1,10,0,13.0,2.0,3.0,3.0,164.78,0.5,494.34,0.5,0.0,12.0
0,18.0,1,1,26.0,3,1,3.0,5,0,5,1,3,1,18.0,0.0,1.0,7.0,208.51,0.0526315789473684,208.51,0.3684210526315789,0.5,3.0
0,9.0,0,1,10.0,4,1,3.0,5,4,3,1,3,0,19.0,2.0,2.0,1.0,137.81,0.2,275.62,0.1,0.0,6.0
0,13.0,1,3,22.0,5,1,4.0,4,1,5,2,2,0,13.0,5.0,2.0,11.0,258.41,0.2857142857142857,322.34,0.7857142857142857,0.0,6.0
0,10.0,0,1,11.0,1,1,2.0,1,3,3,2,1,0,14.0,1.0,1.0,3.0,135.0,0.0909090909090909,135.0,0.2727272727272727,0.0,2.0
0,25.0,1,1,15.0,4,1,3.0,5,0,4,0,7,0,17.0,2.0,2.0,8.0,249.9,0.2857142857142857,322.34,0.3076923076923077,0.0,6.0
0,9.0,2,1,13.0,0,1,2.0,4,3,4,1,2,0,12.0,0.0,1.0,1.0,121.41,0.2857142857142857,121.41,0.4705882352941176,0.0,2.0
0,17.0,1,1,22.0,4,1,4.0,5,1,3,1,3,0,15.0,3.0,7.0,12.0,301.03,0.3888888888888889,2107.21,0.6666666666666666,0.0,28.0
0,25.0,1,1,6.0,4,1,3.0,3,1,1,1,3,0,15.0,1.0,7.0,8.0,270.99,0.2692307692307692,1896.93,0.3076923076923077,0.0,21.0
0,16.0,0,1,12.0,6,1,4.0,4,4,3,1,6,0,18.0,1.0,3.0,1.0,145.93,0.1764705882352941,437.79,0.0588235294117647,0.0,12.0
0,14.0,0,1,28.0,4,0,3.0,3,2,2,1,4,1,14.0,0.0,3.0,3.0,154.67,0.2,464.01,0.2,0.25,9.0
0,29.0,0,1,9.0,4,1,4.0,4,0,4,1,5,0,19.0,1.0,2.0,3.0,234.76,0.2857142857142857,322.34,0.1,0.0,6.0
0,0.0,2,1,14.0,3,0,2.0,1,3,3,1,8,0,17.0,0.0,1.0,2.0,135.17,1.0,135.17,2.0,0.0,2.0
0,1.0,1,3,11.0,3,1,2.0,3,2,5,2,1,0,18.0,0.0,1.0,3.0,184.63,0.5,184.63,1.5,0.0,2.0
0,29.0,1,1,29.0,4,1,3.0,3,1,4,1,5,1,12.0,13.0,2.0,9.0,234.02,0.2857142857142857,322.34,0.3,0.0,6.0
0,3.0,2,1,12.0,1,0,2.0,4,2,1,1,1,0,12.0,5.0,6.0,7.0,146.27,1.5,877.6200000000001,1.75,0.0,12.0
0,13.0,1,1,13.0,4,0,3.0,4,0,4,2,6,0,19.0,1.0,3.0,3.0,208.76,0.2142857142857142,626.28,0.2142857142857142,0.0,9.0
0,13.0,0,1,16.0,4,1,4.0,4,2,4,2,22,0,16.0,2.0,2.0,4.0,192.82,0.1428571428571428,385.64,0.2857142857142857,0.0,8.0
0,0.0,1,3,11.0,5,1,2.0,3,5,3,1,7,0,13.0,1.0,1.0,0.0,283.03,1.0,283.03,0.0,0.0,2.0
0,6.0,1,3,26.0,4,1,4.0,6,0,3,1,5,0,14.0,1.0,2.0,3.0,221.1,0.2857142857142857,442.2,0.4705882352941176,0.0,8.0
0,31.0,1,1,14.0,4,0,3.0,4,5,5,0,7,0,15.0,1.0,12.0,11.0,320.66,0.375,3847.92,0.34375,0.0,36.0
0,8.0,1,1,11.0,1,1,3.0,3,0,4,2,1,0,13.0,0.0,1.0,13.0,180.95,0.1111111111111111,180.95,1.4444444444444444,0.0,3.0
0,20.0,1,1,7.0,3,1,4.0,4,0,5,1,9,0,17.0,1.0,2.0,3.0,218.96,0.0952380952380952,437.92,0.4705882352941176,0.0,8.0
0,9.0,2,3,16.0,5,1,2.0,3,3,4,1,2,0,14.0,0.0,2.0,2.0,122.97,0.2857142857142857,245.94,0.4705882352941176,0.0,4.0
0,15.0,0,3,17.0,3,1,3.0,6,2,4,2,3,0,14.0,4.0,12.0,10.0,186.51,0.75,2238.12,0.625,0.0,36.0
0,14.0,2,1,9.0,3,1,4.0,4,4,3,1,4,0,15.0,1.0,2.0,3.0,148.45,0.1333333333333333,296.9,0.2,0.0,8.0
0,15.0,1,3,15.0,5,0,3.0,4,2,4,1,7,0,22.0,1.0,2.0,5.0,168.93,0.125,337.86,0.3125,0.0,6.0
